,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,HDD Capacity,Processor Variant,Chipset,Memory Slots,Expandable Memory,RPM,Graphic Processor,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Model Name,Clock Speed,RAM Frequency,Cache,Number of Cores,Multi Card Slot,Sound Chip,Domestic Warranty,Lock Port,Other Accessories,VGA Port,International Warranty,Security Chip,MRP Price,Discount,Discounted_price,Antivirus,Laptop Bag,Optane Memory,Dock Port,RJ11,Read/Write Speed,Stylus Included,Supported Operating System,Wireless WAN,Recovery Options,Face Recognition,NFC Support,EMMC Storage Capacity,Inbuilt 4G LTE,S-video,Firewire Port,Brand
301,"Laptop, Power Adaptor, User Guide",S532EQ-BQ701TS,90NB0T51-M00080,Vivobook S,Moss Green,Laptop,Processing & Multitasking,"42WHrs, 3S1P, 3-cell Li-ion",65W AC Adapter,"42WHrs, 3S1P, 3-cell Li-ion",Yes,GDDR5,2 GB,Intel,Core i7,11th Gen,Yes,512 GB,8 GB,DDR4,,"Intel® Core™ i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",,,,,NVIDIA GeForce MX350,64 bit,Windows 10 Home,64 Bit,,,"1x USB 3.2 Gen 1 Type-A, 2x USB 2.0 Type-A, 1x Thunderbolt™ 4 supports display / power delivery",1x HDMI 1.4,M.2 NVMe™ PCIe® 3.0 SSD,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, NTSC: 45%",Built-in speaker Harman Kardon,Built-in array microphone,,60 Hz,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,v5.0,,35.70 x 23.00 x 1.85 cm,1.8 kg,Not Available,HD camera with IR function to support Windows Hello,,Backlit Chiclet Keyboard with Num-key,Yes,Touch Pad,"Ms-Office Home & Student 2019, Mcafee Antivirus",ScreenPad™ 2.0 (FHD+ (2160 x 1080) IPS-level Panel),1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,S532EQ-BQ701TS,"2.8 GHz (12M Cache, up to 4.7 GHz",,12 MB,4,Micro SD card reader,Audio by ICEpower®,1 Year,,,,1 Year,,"63,790",29%,"44,990",,No,,,,,No,,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,Yes,Yes,,,,,,Lenovo
302,"Laptop, Power Adaptor, User Guide, Warranty Documents",UX333FA-A4115T,90NB0JV4-M02590,ZenBook 13,Icicle Silver,Thin and Light Laptop,Processing & Multitasking,Upto 14 hours,45 W AC Adapter,3 cell,No,,,Intel,Core i7,8th Gen,Yes,512 GB,8 GB,LPDDR3,,8565U,,,Upto 8 GB,,Intel Integrated UHD 620,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 2.0, 1 x USB 3.1, 1 x USB 3.1 Type C",1 x HDMI Port,,No,33.78 cm (13.3 inch),1920 x 1080 Pixel,Full HD LED Backlit Wideview NanoEdge Display,Built-in Speakers,Built-in Array Microphone,"Immersive Harman / Kardon Audio, Sonic Master",,IEEE 802.11ac,v5.0,,302 x 189 x 16.9 mm,1.19 kg,Not Available,3D IR HD Webcam,,Illuminated Chiclet Keyboard,,Touchpad (Glass Covered with Exclusive Dual-function Number Pad),Asus Splendid,Li-ion Polymer Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.8 GHz with Turbo Boost Upto 4.6 GHz,2133 MHz,8 MB,4,Micro SD Card Reader,,1 Year,,,,,,"40,870",4% ,"38,990",,,,,,,,,,,,,,,,,ASUS
303,"Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 9SCSR -1040IN,9S7-16R412-1040,GF63 Thin,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,Yes,512 GB,8 GB,DDR4,,9300H,Intel HM370,,,,NVIDIA GeForce GTX 1650 Ti with Max-Q,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.2 Type C (1st Gen), 3 x USB 3.2 Type A (1st Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Microphone,2 x 2 W Speakers,,Intel Wireless-AC 9560 (2x2 ac),v5.0,Yes,359 x 254 x 21.7 mm,1.86 kg,Not Available,HD Webcam (720p at 30 fps),,Single Backlight Keyboard (Red),Yes,Touchpad,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",51 WHr Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,2.4 GHz with Turbo Boost Upto 4.1 GHz,2666 MHz,8 MB,4,,Realtek ALC 233,2 Year,,,,,,"52,990",22%,"40,990",,,,,,,,,,,,,,,,,ASUS
304,"Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL05,82HS0092IN,IdeaPad Flex 5,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Upto 10 Hours,65W USB-C AC Adapter,,Yes,,,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,,,Intel SoC Platform,,,,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64,Yes,,"1 x USB 3.1 Gen 1 (Always On), 1 x USB 3.1 Gen 1,1 x USB-C 3.1 Gen 1 (Support Data Transfer and Power Delivery)",1x HDMI 1.4b,PCIe NVMe,Yes,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD IPS Touch Display (250 nits Glossy, 45% NTSC)",Built-in Dual Speakers,Built-in Dual Array Microphones,"Stereo Speakers, 2 W x 2 Speakers, Dolby Audio, High Definition (HD) Audio",,11ac (2x2),v5.0,,321.5 x 217.5 x 17.9-20.4,1.5 kg,Not Available,720p Webcam,Yes,"Backlit, English",Yes,Touchpad,Microsoft Office Home and Student 2019,Lenovo Digital Pen Support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.8 GHz with Turbo Boost Upto 4.7 GHz,,12,4,4-in-1 Card Reader,,1 Year,,,,,,"92,900",No-discount,"92,900",,,,,,,,,NA,,,No,,,,,APPLE
305,"Laptop , Adapter , User Manuals",X390,20SCS01F00,X390,Black,Business Laptop,Travel & Business,Upto 6 Hours,,,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,10210U,,,,,Intel Integrated UHD,64 bit,Windows 10 Pro,,,,,,,No,33.78 cm (13.3 inch),1920x1080 pixel,,,,,,Yes,v5.0,Yes,,,Not Available,720 P HD,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Thinkpad X 390,,,,,,,,,,,,,"46,805",9% ,"42,490",,,,,,,,,,,,,,,,,HP
306,"Laptop, Power Adaptor, User Guide, Warranty Documents",ExpertBook B9 B9450FA,90NX02K1-M08540,ExpertBook B9,Star Black,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,LPDDR3,,10210U,,,,,Intel Integrated UHD,64 bit,Windows 10 Pro,64 bit,Yes,,"1 x USB Type A, 2 x USB Type C",1 x HDMI Port (v2.0),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Array Microphone,,,IEEE 802.11ac,v5.0,,320 x 203 x 14.9 mm,0.995 kg,Not Available,HD Webcam,Yes,Backlit Chiclet Keyboard,Yes,Touchpad,,Li-ion Battery,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,B9450FA-BM0697R,1.6 GHz with Turbo Boost Upto 4.2 GHz,,6 MB,4,,,3 Year,,,,,,"67,990",26%,"49,990",,,,,,,,,,,,,,,,,MSI
307,"Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1617-INBB71075H8G1T0DX10EMH,9S7-16R412-1617,GF63 Thin,Carbon Gray,Gaming Laptop,Processing & Multitasking,,120W Adapter,3,No,GDDR6,4 GB,Intel,Core i7,10th Gen,Yes,256 GB,8 GB,DDR4,1 TB,10750H,,,,,NVIDIA GeForce GTX 1650 Max Q,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3","3-Cell, 51 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GF63 Thin 10SCXR-1617IN,2.6 GHz with 5 GHz Max Turbo Boost Frequency,,12,,,Realtek ALC 269,,,,,,,"50,990",No-discount,"50,990",,,,,,,,,,,,,,,,,MSI
308,"Laptop, Power Adaptor, Battery, User Guide, Warranty Documents",Vostro 3400,D552154WIN9BE,Vostro,Black,Thin and Light Laptop,Processing & Multitasking,Upto 10 hours,,3 cell,Yes,,,Intel,Core i5,11th Gen,No,,8 GB,DDR4,1 TB,1135G7,,2 Slots,Upto 16 GB,5400,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 3.1, 1 x USB 2.0",1 x HDMI Port (v1.4),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti Glare Display,Built-in Speakers,Built-in Microphones,Waves Maxx Audio Pro,,IEEE 802.11ac,v4.1,,329 x 240 x 20 mm,1.58 kg,Not Available,HD Webcam,No,English International Non Backlit Keyboard,No,Touchpad,Microsoft Office Home and Student 2019,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Accidental Damage,,4.20 GHz Max Turbo Frequency,2666 MHz,8 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,Wedge Shaped Lock Slot,,,,,"59,990",5% ,"56,990",McAfee Multi Device Security 15 Months Subscription,No,,,,,,,,,,,,,,,HP
309,"Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",NE15V2IN007P,NE15V2IN007P,E Series,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 8 hours,,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,,3500U,,,,,AMD Radeon Vega 8,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 3.0, 1 x USB 3.1 Type C (PD 3.0 Charging, Display Out)",1 x Micro HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Microphones,2 x 1 W Stereo Speakers,,IEEE 802.11 ac/b/g/n,v4.2,,358.7 x 239.2 x 19.9 mm,1.77 kg,Not Available,1 MP Webcam,No,Standard English Backlit Keyboard,Yes,Touchpad,Microsoft Office 365,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,E15 AMD,2.1 GHz with Turbo Boost Upto 3.7 GHz,,6 MB,4,Micro SD Card Reader,,2 Year,,,,,,"79,990",27%,"57,990",,Yes,,,,,,,,,,,,,,,ASUS
310,"Laptop, Power Adaptor, User Guide",FX516PM-AZ155TS,90NR03U1-M07270,ASUS TUF Dash Series,Moon Light White,Gaming Laptop,Gaming,5 hours,200W AC Adapter,4 Cell,Yes,GDDR6,6 GB,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,,Intel® Core™ i7-11370H Processor,,2,32GB,,NVIDIA GeForce RTX 3060,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type C USB 3.2 Gen 2, 1x Thunderbolt™ 4 support DisplayPort™ / power delivery",1 x HDMI 2.0b,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:100%,Adobe:75.35%,Refresh Rate:240Hz,IPS-level",Built-in Speaker,Built-in Array Microphone,,240 Hz,Wi-Fi 6(802.11ax) Dual band (2*2),v6.0,10/100/1000 Mbps,359 x 256 x 24.7,2. Kg,Not Available,NA - No In-Built Camera,No,Backlit RGB Chiclet Keyboard,Yes,Touchpad,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year","Intel® Core™ i7-11370H Processor 3.3 GHz, 4 cores (12M Cache, up to 4.8GHz), NVIDIA® GeForce RTX™ 3060 Laptop GPU,6GB GDDR6, 15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:100%,Adobe:75.35%,Refresh Rate:240Hz,IPS-level, 16GB DDR4-3200 SO-DIMM | 512GB M.2 NVMe™ PCIe® 3.0 SSD",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,FX516PM-AZ155TS,3.0 GHz with Turbo Boost Upto 4.8 GHz,3200 MHz,12,4,,,1 Year,,,,12 Months,,"1,06,290",27%,"76,990",Mcafee Antivirus - 1 Year,No,,,,,No,Windows 10,Yes,Yes,No,No,,,,,Lenovo
311,"Laptop, Battery, Power Adapter, User Guide",GF63 Thin 9SCSR-1608IN,9S7-16R412-1608,GF63 Thin,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,No,,8 GB,DDR4,1 TB,9300H,,,,,NVIDIA GeForce GTX 1650 Ti Max Q,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type-C USB 3.2 (Gen.1), 3 x Type-A USB 3.2 (Gen.1)",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Thin Bezel Display (45% NTSC Color Gamut, 60Hz Refresh Rate)",Built-in Dual Speakers,Built-in Microphones,2 x 2 W Speakers,60 Hz,Intel Wireless-AC 9560 (2x2 a/c),v5.0,,359 x 254 x 21.7,1.86 kg,Not Available,HD Type Webcam (720p at 30fps),,Single Backlight Red Keyboard,Yes,,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",51 WHr Battery,2 Year Warranty Term for Gaming,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GF63 Thin 9SCSR-1608IN,2.4 GHz with Turbo Boost Upto 4.1 GHz,,,,NA,Realtek ALC 233,,,,,,,"44,442",11%,"39,490",,,,,,,,,,,,,,,,,HP
312,"Laptop, Power Adaptor, User Guide",S532EQ-BQ702TS,90NB0T52-M00090,Vivobook S15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,3 Cell,Yes,GDDR5,2 GB,Intel,Core i7,11th Gen,Yes,512 GB,8 GB,DDR4,,Intel Core i7-1165G7 Processor,,,,,NVIDIA GeForce MX350,64 bit,Windows 10 Home,64,Yes,,"1 x USB 3.2 Gen 1 Type-A, 2 x USB 2.0 Type-A ,1 x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 1.4,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti Glare Display (250 nits Brightness, 45% NTSC Color Gamut, IPS-level Panel)",Built-in Speaker,Built-in Array Microphone,"Audio by ICEpower, Harman/kardon (Mainstream)",,Wi-Fi 6(802.11ax) Dual Band (2*2),v5.0,,357 x 230 x 18.5,1.8 Kg,Not Available,HD Webcam with IR Function to Support Windows Hello,No,Backlit Chiclet Keyboard with Num-key,Yes,Touchpad,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)","ScreenPad 2.0 Full HD+ (2160 x 1080), 42WHrs, 3S1P, 3-cell Li-ion Battery, Cortana Support, ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz Universal, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.8 GHz with Turbo Boost Upto 4.7 GHz,,12,4,1 x Micro SD Card Reader,,1 Year,,,,,,"78,999",15%,"66,990",,,,,,,,,,,,,,,,,acer
313,"Laptop, Power Adaptor, User Guide, Warranty Documents",A515-56,UN.A1GSI.004/NX.A1GSI.005,Aspire 5,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 8.5 Hours,45 W AC Adapter,3 cell,No,,,Intel,Core i3,11th Gen,No,,4 GB,DDR4,1 TB,1115G4,Intel SoC,,Upto 20 GB,5400,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.2 Port with Power-off Charging, 1 x USB Type C Port, 2 x USB 3.2 Port",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit ComfyView Display (16:9 Aspect Ratio),Built-in Dual Speakers,Built-in Dual Microphones,"Acer Purified Voice Technology, Acer TrueHarmony Technology, Stereo Speakers, Compatible with Cortana with Voice",,Intel Wireless Wi-Fi 6 AX201,v5.0,"Gigabit Ethernet, Wake-on-LAN Ready",363.4 x 238.5 x 17.9 mm,1.65 kg,Not Available,720P HD Webcam,No,FineTip Keyboard with Independent Numeric Keypad (International Language Support),Yes,Multi-gesture Touchpad,"Acer Care Center, Acer Product Registration, Quick Access","48 WHrs Li-ion Battery, MU-MIMO Technology",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,4.10 GHz Max Turbo Frequency,,6 MB,2,,,1 Year,Kensington Lock Slot,,,1 Year,,"1,49,999",22%,"1,16,990",,,,,,,,,,,,,,,,,MSI
314,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents, Laptop Bag",GS65 8RE-084IN,9S7-16Q211-084,GS,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,,4 cell,No,GDDR5,6 GB,Intel,Core i7,8th Gen,Yes,512 GB,16 GB,DDR4,,8750H,,,,,NVIDIA GeForce GTX 1060,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.1 Type C, 3 x USB 3.1 Type A, 1 x USB 2.0",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Microphone,"2 x 2 W Speakers, ESS Sabre HiFi",,IEEE 802.11ac,v5.0,Killer LAN,360 x 250 x 18 mm,1.8 kg,Not Available,HD Webcam,,Per-key RGB Keyboard by SteelSeries (Full Color),Yes,Touchpad,"SHIFT, Xsplit Gamecaster, Nahimic 3, Cooler Boost Trinity, Dragon Center 2.0, True Color 2.0",Li-ion Battery,2 Years Carry In Warranty,Carry In,"Manufacturing Defects, Part Failure","Physical Damage, Burn, Liquid Spill",,2.2 GHz with Turbo Boost Upto 4.1 GHz,,9 MB,,"3-in-1 Card Reader (SD, SDHC, SDXC)",Realtek ALC1220,2 Year,,,,,,"34,500",8% ,"31,490",,Yes,,,,,,,,,,,,,,,HP
315,"Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-53,NH.QCYSI.008,Predator Helios 300,Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7 hours,230 W AC Adapter,4 cell,No,GDDR6,6 GB,Intel,Octa Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10870H,Mobile Intel HM470 PCH Chipset,2 slots,Upto 32 GB,7200,NVIDIA GeForce RTX 3060,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-Off Charging, 2 x USB 3.2 Gen 1 Ports",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit IPS ComfyView Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Built-in Dual Microphones,"DTS X : Ultra Audio, Featuring Optimized Bass, Loudness, Speaker Protection with up to 6 Custom Content Modes by Smart Amplifier, Supported in Windows Spatial Sound for PC Gaming with DTS License Integrated, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technology with Dual Built-in Microphones. Features Include Far-Field Pickup, Keystroke Suppression, Adaptive Beam Forming, and Pre-Defined Personal and Conference Call Modes, Compatible with Cortana with Voice, Acer TrueHarmony Technology for Lower Distortion, Wider Frequency Range, Headphone-Like Audio and Powerful Sound",144 Hz,Killer Wi-Fi 6 AX1650i,v5.1,"Killer Ethernet E2600, 10/100/1000 Mbps",363.4 x 255 x 22.9,2.3 kg,Not Available,720p HD Webcam,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,Multi-Gesture Touchpad,"PredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access","59 WHr Li-ion Battery, BIOS User, Supervisor Passwords",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,"44,908",2% ,"43,990",,,,,,,,,,,,,,,,,HP
316,"Laptop, Power Adaptor, User Guide, Warranty Documents",Prestige 14 A10RAS-099IN,9S7-14C213-099,Prestige 14,Pink,Thin and Light Laptop,Processing & Multitasking,,90 W AC Adapter,3 cell,No,GDDR5,2 GB,Intel,Core i7,10th Gen,Yes,512 GB,16 GB,DDR4,,10510U,,,,,NVIDIA GeForce MX330,64 bit,Windows 10 Home,64 bit,Yes,,"2 x Thunderbolt 3 (PD Charging), 2 x USB 2.0 Type A",,,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Display,Built-in Dual Speakers,Built-in Microphone,2 x 2 W Speakers,,Intel Wi-Fi 6 AX 201 (2x2),v5.1,,319 x 215 x 15.9 mm,1.29 kg,Not Available,IR HD 720P Webcam ( at 30 fps),Yes,Backlight Keyboard (Single Color - White),Yes,Touchpad,"Cooler Boost, True Color 2.0, Nahimic 3, Creator Center","52 WHr Li-Polymer Battery, Military Grade Durability",1 Year Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1.8 GHz with Turbo Boost Upto 4.9 GHz,,8 MB,4,SD Card Reader,Realtek ALC 298,1 Year,,,,,,"28,420",3% ,"27,490",,,,,,,,,,,,,,,,,HP
317,"Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3400,D552172WIN9DE,Vostro,Dune,Notebook,Processing & Multitasking,Upto 10 Hours,,3 Cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,i5-1135G7,,2,16,,NVIDIA GeForce MX330,64 bit,Windows 10,64,Yes,Yes,3 x USB 3.2,1 x HDMI 1.4,M.2 SATA,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD Anti Glare Display,Built-in Speakers,Built-in Microphones,Waves Maxx Audio Pro,,802.11ac,v4.1,,240 x 329 x 20,1.58 kg,Not Available,HD Webcam,No,English International Keyboard,No,Touchpad,Microsoft Office Home & Student 2019,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,2.4 GHz with Turbo Boost Upto 4.2 GHz,2666 MHz,8,4,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,1 Year,Kensington Lock Port,,No,,,"45,892",9% ,"41,490",McAfee,No,,,No,,,,,,,,,,,,HP
318,"Laptop, Power Adaptor, User Guide, Warranty Documents",G3 3500,D560245HIN9BE / D560317HIN9BE,G3,Black,Gaming Laptop,"Processing & Multitasking, Gaming",Upto 6 hours,,3 cell,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,1 TB,10300H,,2 Slots,Upto 32 GB,,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64 bit,Yes,Yes,"2 x USB 2.0, 1 x USB 3.2 (1st Gen)",1 x HDMI Port (v2.0),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio,120 Hz,IEEE 802.11ac,v5.0,,254 x 366 x 22 mm,2.3 kg,Not Available,HD Webcam,Yes,English International Backlit Keyboard,Yes,Touchpad,,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,,2.5 GHz with Turbo Boost Upto 4.5 GHz,2933 MHz,8 MB,4,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,Kensington Lock Slot,,,,,"57,600",11%,"50,990",,,,,,,,,,,,,,,,,acer
319,"Laptop, Power Adaptor, User Guide, Warranty Documents",GL65 Leopard 10SEK-465IN,9S7-16U722-465,GL65 Leopard,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,230 W AC Adapter,6 cell,No,GDDR6,6 GB,Intel,Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10750H,,,,,NVIDIA GeForce RTX 2060,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 Type A (1st Gen), 1 x USB 3.2 Type C (2nd Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare IPS Thin Bezel Display (144 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphone,"2 x 2 W Speakers, Hi-Res Audio",,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,Yes,357 x 248 x 27.5 mm,2.3 kg,Not Available,HD Webcam (720p at 30 fps),,Per Key RGB Steelseries Keypad,Yes,Touchpad,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",51 WHr Li-ion Battery,2 Year Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",GL65 Leopard 10SEK-465IN,2.6 GHz with Turbo Boost Upto 5.0 GHz,2666 MHz,12 MB,6,SD Card Reader,Realtek ALC 233,2 Year,,,,,,"72,990",21%,"56,990",,,,,,,,,,,,,,,,,MSI
